0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  50 0  0  0  0  3  3  3  0  0	100
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  3  3  3  3  3  0  0  0  0  0  0 	100
0  5  0  0  0  50 0  0  0  0  0  0  0  0  0  0  50 0  0  0  0  0  0  50 0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  0	100
2  2  2  0  2  2  2  2  0  0  0  50 0  0  2  2  2  2  2  0  3  3  3  3  3  3  3  0  0  0  0  0  0  0  0  0  0  2  2  2	100
1  1  1  0  1  1  1  1  0  2  2  2  2  0  1  1  1  1  1  0  1  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  1  1  1	100
1  1  1  0  1  1  1  1  0  1  1  1  1  0  1  1  1  1  1  0  1  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  1  1  1	100
1  1  1  0  1  1  1  1  0  1  1  1  1  0  1  1  1  1  1  0  1  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  1  1  1	100

8000
